ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
50,Vermont,VT,50009,Essex County,50009950100,Census Tract 9501; Essex County; Vermont,361.14819878235,1540,136,1838,89,777,76,383,88,38,30,239,55,147,36,30,16,485,65,219,53,280,59,30,19,11,39,52,190,9,14,118,38,22,27,27,13,0,10,24.9,5.3,4.7,3.3,30.8,6.4,12.0,2.9,1.9,1.0,31.5,4.0,14.2,3.0,18.2,3.7,3.8,2.4,0.7,2.6,3.4,12.3,0.5,0.8,6.4,2.1,2.8,3.5,3.5,1.6,0.0,0.6,0.8377,0.7801,0.7225,0.9529,0.1309,3.4241,0.8429,0.9581,0.1466,0.8325,0.466,0.8377,3.2409,0.9058,0.1257,0.1257,0.1257,0.3246,0.5393,0.801,0.4293,0.0,2.0942,0.377,8.8849,0.7696,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1304,145,38,0,10,9,10,1,2,0,10,0,10,42,17,0,10,18.7,4.6,0.0,1.4,0.6,0.6,0.1,0.1,0.0,1.4,0.0,1.4,2.7,1.1,0.0,1.4
50,Vermont,VT,50009,Essex County,50009950200,Census Tract 9502; Essex County; Vermont,52.867806314692,1089,143,973,56,519,64,269,95,0,10,160,53,102,43,111,49,351,60,158,45,280,78,34,27,3,38,66,201,20,16,86,37,18,18,61,36,8,2,24.7,8.1,0.0,5.0,30.8,9.5,12.0,4.5,10.2,4.2,32.2,6.0,14.5,3.4,25.7,7.0,6.6,5.1,0.3,3.6,6.1,18.4,2.0,1.6,8.8,3.8,3.5,3.4,11.8,6.7,0.7,0.2,0.822,0.0,0.7225,0.9529,0.9843,3.4817,0.8691,0.9843,0.1623,0.9686,0.7592,0.6492,3.5236,0.9634,0.3717,0.3717,0.3717,0.5026,0.733,0.8848,0.8586,0.5445,3.5235,0.9267,10.9005,0.9738,0,0,0,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1091,97,45,0,10,40,33,2,5,0,10,0,10,24,21,0,10,18.7,8.6,0.0,2.0,3.7,3.0,0.2,0.5,0.0,2.0,0.0,2.0,2.2,2.0,0.0,2.0
50,Vermont,VT,50009,Essex County,50009950500,Census Tract 9505; Essex County; Vermont,248.353641202684,3347,184,2094,86,1371,115,953,154,113,48,340,65,258,63,177,51,752,71,646,70,808,122,62,27,11,40,241,261,0,14,271,69,41,32,44,26,20,3,28.6,4.3,7.4,3.2,24.8,4.3,10.4,2.3,5.3,1.5,22.5,1.9,19.3,1.7,24.2,3.2,4.5,1.9,0.3,1.3,7.2,7.8,0.0,0.7,12.9,3.2,3.0,2.3,3.2,1.8,0.6,0.1,0.8848,0.8901,0.4346,0.8901,0.7592,3.8588,0.9476,0.5916,0.5864,0.9476,0.5759,0.6492,3.3507,0.9372,0.534,0.534,0.534,0.0,0.8848,0.8377,0.3613,0.4921,2.5759,0.5707,10.3194,0.9005,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1822,247,57,2,6,43,29,38,17,39,30,0,10,119,55,0,10,18.0,3.9,0.1,0.2,1.3,0.9,1.1,0.5,1.2,0.9,0.0,0.7,3.6,1.6,0.0,0.7
50,Vermont,VT,50011,Franklin County,50011010101,Census Tract 101.01; Franklin County; Vermont,51.026028345822,3490,12,1606,202,1439,164,615,264,41,50,486,204,364,232,313,154,591,182,561,197,690,292,57,59,0,40,406,210,0,14,117,87,0,14,70,55,3,2,17.6,7.6,2.0,2.4,33.8,13.6,14.8,8.8,9.0,4.4,16.9,5.2,16.1,5.6,19.8,8.4,3.9,4.1,0.0,1.2,11.6,6.0,0.0,0.9,7.3,5.3,0.0,1.0,4.9,3.7,0.1,0.1,0.5393,0.2356,0.7958,1.0,0.9581,3.5288,0.8796,0.2461,0.2827,0.8796,0.4817,0.0,1.8901,0.2513,0.822,0.822,0.822,0.0,0.6335,0.0,0.5236,0.3403,1.4974,0.1623,7.7383,0.5079,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3049,291,174,0,10,12,17,0,10,27,36,0,10,367,210,0,10,20.2,10.8,0.0,0.6,0.3,0.5,0.0,0.6,0.8,1.0,0.0,0.6,10.5,6.0,0.0,0.6
50,Vermont,VT,50011,Franklin County,50011010102,Census Tract 101.02; Franklin County; Vermont,77.226393461346,3890,373,1792,222,1463,220,520,133,40,31,262,63,192,64,94,36,529,89,985,184,434,104,46,22,4,39,138,519,22,13,218,186,5,12,29,19,21,3,13.4,3.2,1.8,1.5,17.9,3.4,7.1,2.4,2.4,0.9,13.6,2.6,25.3,3.6,11.2,2.8,3.1,1.4,0.1,1.1,3.5,13.3,1.2,0.7,12.2,9.4,0.3,0.8,2.0,1.3,0.5,0.1,0.356,0.2042,0.0942,0.6806,0.1832,1.5182,0.1571,0.0995,0.9686,0.2461,0.3351,0.4712,2.1205,0.3246,0.1518,0.1518,0.1518,0.4084,0.8691,0.2984,0.2094,0.4764,2.2617,0.4503,6.0522,0.1728,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1973,143,48,6,11,58,58,17,22,3,5,0,10,54,29,0,10,9.8,3.5,0.2,0.3,1.5,1.5,0.4,0.6,0.1,0.1,0.0,0.6,1.4,0.8,0.0,0.6
50,Vermont,VT,50011,Franklin County,50011010200,Census Tract 102; Franklin County; Vermont,89.288287509196,4448,220,1960,159,1625,132,1115,233,55,39,479,94,223,64,240,97,724,113,1101,146,635,128,74,34,3,38,409,335,51,22,260,55,32,17,124,56,40,4,25.5,5.2,2.5,1.7,29.5,5.3,7.6,2.2,5.5,2.2,16.3,2.6,24.8,3.1,14.4,2.7,4.6,2.1,0.1,0.9,9.2,7.5,2.6,1.1,13.3,2.8,2.0,1.0,7.6,3.3,0.9,0.1,0.8482,0.3403,0.6754,0.7696,0.7906,3.4241,0.8429,0.2042,0.9634,0.5236,0.5864,0.4712,2.7488,0.7277,0.6859,0.6859,0.6859,0.555,0.8901,0.6806,0.7382,0.5916,3.4555,0.9162,10.3143,0.8953,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3541,271,74,18,20,31,30,28,30,11,16,0,10,311,173,10,10,16.7,4.1,0.4,0.5,0.7,0.7,0.6,0.7,0.2,0.4,0.0,0.5,7.0,3.8,0.2,0.2
50,Vermont,VT,50011,Franklin County,50011010300,Census Tract 103; Franklin County; Vermont,99.281195688644,3480,363,1961,171,1438,181,1025,240,227,145,512,162,291,107,115,52,749,152,802,156,549,130,101,58,3,38,179,507,31,18,150,56,13,12,77,44,42,8,29.7,6.2,13.8,7.7,35.6,10.3,12.2,4.7,3.3,1.5,21.5,4.1,23.0,3.8,15.9,3.6,7.0,3.9,0.1,1.1,5.1,14.6,1.6,0.9,7.6,2.9,0.9,0.8,5.4,3.1,1.2,0.2,0.8953,0.9895,0.8586,0.9686,0.3874,4.0994,0.9686,0.4974,0.9267,0.6597,0.7958,0.4712,3.3508,0.9424,0.2775,0.2775,0.2775,0.466,0.6492,0.4817,0.5812,0.6335,2.8116,0.6963,10.5393,0.9267,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2524,207,73,0,10,105,89,7,9,8,9,0,10,51,35,8,11,14.4,5.2,0.0,0.6,3.0,2.5,0.2,0.3,0.2,0.3,0.0,0.6,1.5,1.0,0.2,0.3
50,Vermont,VT,50011,Franklin County,50011010400,Census Tract 104; Franklin County; Vermont,109.392080036906,3130,283,1444,117,1171,119,344,84,77,38,218,59,161,61,166,75,564,97,574,123,381,87,24,17,38,62,280,398,0,14,81,38,0,14,22,14,2,3,11.0,2.5,4.4,2.1,18.6,4.7,7.1,2.7,5.3,2.4,18.0,2.9,18.3,3.3,12.2,2.7,2.1,1.4,1.3,2.1,8.9,12.7,0.0,1.0,5.6,2.6,0.0,1.2,1.9,1.3,0.1,0.1,0.2461,0.7068,0.1309,0.6806,0.7592,2.5236,0.4764,0.3037,0.4921,0.3246,0.2094,0.9215,2.2513,0.3979,0.6702,0.6702,0.6702,0.0,0.5131,0.0,0.1937,0.3403,1.0471,0.0471,6.4922,0.2251,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1696,164,51,8,13,166,84,15,21,2,3,0,10,89,48,0,10,14.0,4.5,0.3,0.4,5.3,2.6,0.5,0.7,0.1,0.1,0.0,0.7,2.8,1.6,0.0,0.7
50,Vermont,VT,50011,Franklin County,50011010500,Census Tract 105; Franklin County; Vermont,48.22306257542,6758,16,3008,223,2486,185,1259,451,139,95,762,208,598,240,356,200,1131,225,1366,257,914,212,154,123,0,56,464,201,39,29,231,101,52,56,82,60,1,1,18.7,6.7,4.2,2.9,30.7,8.0,12.1,4.9,5.3,3.0,16.7,3.3,20.2,3.8,13.7,3.2,6.2,4.9,0.0,0.9,6.9,3.0,1.3,1.0,7.7,3.3,2.1,2.2,3.3,2.5,0.0,0.0,0.5969,0.6859,0.7173,0.9634,0.7592,3.7227,0.9215,0.2304,0.7016,0.4607,0.7225,0.0,2.1152,0.3194,0.4712,0.4712,0.4712,0.4293,0.6597,0.6963,0.3874,0.0,2.1727,0.4136,8.4818,0.6806,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4371,253,97,27,30,140,121,123,96,23,28,0,14,151,102,0,14,10.2,3.8,0.4,0.4,2.1,1.8,1.8,1.4,0.3,0.4,0.0,0.3,2.2,1.5,0.0,0.3
50,Vermont,VT,50011,Franklin County,50011010600,Census Tract 106; Franklin County; Vermont,37.133202706486,6977,16,3198,243,2585,252,522,201,0,14,664,216,329,167,311,215,1570,221,1127,275,931,242,44,47,0,56,450,209,440,162,24,38,21,36,159,109,253,14,7.8,3.0,0.0,0.6,25.7,8.0,6.4,3.2,4.7,3.2,22.5,3.2,16.2,3.9,14.0,3.6,1.7,1.8,0.0,0.9,6.4,3.0,13.8,5.0,0.8,1.2,0.8,1.4,6.2,4.1,3.6,0.2,0.1152,0.0,0.466,0.5812,0.6545,1.8169,0.2565,0.5916,0.288,0.4764,0.1518,0.0,1.5078,0.1099,0.4136,0.4136,0.4136,0.8848,0.1414,0.4555,0.644,0.801,2.9267,0.7487,6.665,0.2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8616,307,136,7,17,217,175,24,36,3,9,16,27,183,105,0,14,11.9,4.9,0.1,0.2,3.1,2.5,0.3,0.5,0.0,0.1,0.2,0.4,2.6,1.5,0.0,0.3
50,Vermont,VT,50011,Franklin County,50011010700,Census Tract 107; Franklin County; Vermont,1.022873773664,3611,363,1787,159,1537,148,1443,460,44,42,627,182,292,164,167,84,467,113,652,201,904,359,187,102,34,62,328,550,123,64,9,14,28,42,315,131,40,5,40.1,12.1,2.5,2.3,40.8,11.2,11.7,6.2,4.6,2.3,12.9,3.2,18.1,5.0,25.0,9.2,12.2,6.5,1.0,1.8,9.1,15.2,6.9,3.5,0.5,0.8,1.8,2.7,20.5,7.7,1.1,0.1,0.9791,0.3403,0.9372,0.9424,0.644,3.843,0.9424,0.0681,0.4607,0.9634,0.9738,0.8953,3.3613,0.9476,0.6806,0.6806,0.6806,0.712,0.1099,0.6597,0.9843,0.6178,3.0837,0.7958,10.9686,0.9791,1,0,1,1,0,3,0,0,1,1,0,2,0,0,0,0,0,1,0,1,6,4831,313,127,41,61,62,57,0,10,110,90,0,10,115,93,0,10,20.4,7.5,1.1,1.7,1.7,1.6,0.0,0.6,3.0,2.6,0.0,0.6,3.2,2.6,0.0,0.6
50,Vermont,VT,50011,Franklin County,50011010800,Census Tract 108; Franklin County; Vermont,0.932518183624,3280,362,1449,144,1325,145,1021,357,29,33,477,138,106,89,65,61,551,135,771,144,459,109,201,88,22,47,363,494,124,91,15,16,20,26,79,75,47,8,31.5,10.4,1.8,2.0,36.0,9.6,4.7,3.8,2.0,1.8,16.8,4.4,23.5,3.4,14.4,3.4,15.2,6.4,0.7,1.5,11.1,15.0,8.6,6.2,1.0,1.1,1.5,2.0,6.0,5.5,1.4,0.2,0.9215,0.2042,0.8743,0.4136,0.1361,2.5497,0.5131,0.2356,0.9372,0.5236,0.9948,0.8377,3.5289,0.9686,0.7853,0.7853,0.7853,0.7696,0.1728,0.5969,0.6335,0.644,2.8168,0.7016,9.6807,0.8377,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,4550,110,82,6,4,0,10,1,3,1,1,0,10,329,187,26,34,8.3,6.0,0.2,0.1,0.0,0.7,0.0,0.1,0.0,0.1,0.0,0.7,10.0,5.4,0.8,1.1
50,Vermont,VT,50011,Franklin County,50011010900,Census Tract 109; Franklin County; Vermont,39.347520456504,4850,18,1947,158,1747,163,404,227,91,77,408,207,183,88,61,46,789,202,1422,190,531,178,80,67,0,40,328,190,0,14,60,37,13,24,59,40,0,10,8.4,4.7,3.8,3.2,23.4,11.6,5.5,2.7,1.3,1.0,16.3,4.2,29.3,3.9,10.9,3.7,4.5,3.8,0.0,0.9,6.8,3.9,0.0,0.7,3.1,1.9,0.7,1.4,3.4,2.2,0.0,0.2,0.1361,0.6126,0.3508,0.4764,0.089,1.6649,0.199,0.2042,0.9948,0.2251,0.5759,0.0,2.0,0.288,0.4607,0.4607,0.4607,0.0,0.3508,0.4293,0.4136,0.0,1.1937,0.0681,5.3193,0.1047,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3370,257,163,8,15,49,51,53,72,6,10,0,10,153,114,59,80,14.7,8.6,0.2,0.3,1.0,1.0,1.1,1.5,0.1,0.2,0.0,0.5,3.2,2.3,1.2,1.6
50,Vermont,VT,50011,Franklin County,50011011000,Census Tract 110; Franklin County; Vermont,78.086473504342,6187,306,2562,212,2417,210,425,231,132,86,385,136,117,86,200,102,760,180,1450,238,620,195,32,34,14,55,259,430,181,104,191,107,4,16,177,152,0,14,6.9,3.7,3.4,2.2,15.9,5.5,2.6,1.9,3.2,1.6,12.3,2.7,23.4,3.8,10.0,3.1,1.3,1.4,0.2,0.9,4.2,6.9,7.0,4.0,7.5,4.0,0.2,0.7,7.3,6.1,0.0,0.2,0.0785,0.5236,0.0366,0.1571,0.3613,1.1571,0.0838,0.0524,0.9319,0.1571,0.0785,0.5707,1.7906,0.1832,0.2094,0.2094,0.2094,0.7225,0.644,0.2932,0.712,0.0,2.3717,0.5026,5.5288,0.1361,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3730,221,139,0,14,81,97,63,76,0,14,0,14,115,100,0,14,9.1,5.3,0.0,0.4,1.3,1.6,1.0,1.2,0.0,0.4,0.0,0.4,1.9,1.6,0.0,0.4
50,Vermont,VT,50013,Grand Isle County,50013020100,Census Tract 201; Grand Isle County; Vermont,50.436852524004,3565,211,3082,85,1571,132,604,147,66,36,430,106,108,42,151,59,899,82,524,101,546,115,42,30,0,40,334,304,2,10,440,97,6,13,20,15,7,9,17.0,4.0,3.6,2.0,27.4,6.3,3.8,1.5,4.2,1.7,25.2,2.2,14.7,2.4,15.3,3.1,2.6,1.9,0.0,1.2,9.4,8.5,0.1,0.3,14.3,3.1,0.4,0.8,1.3,0.9,0.2,0.3,0.4869,0.5654,0.5602,0.3037,0.5707,2.4869,0.4607,0.7801,0.1675,0.5864,0.2723,0.0,1.8063,0.2042,0.6911,0.6911,0.6911,0.2565,0.9005,0.3246,0.1204,0.3874,1.9894,0.3246,6.9737,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1743,136,54,10,11,31,19,25,15,128,53,0,10,137,56,3,7,8.7,3.3,0.3,0.3,0.9,0.5,0.7,0.4,3.6,1.5,0.0,0.6,3.8,1.6,0.1,0.2
50,Vermont,VT,50013,Grand Isle County,50013020200,Census Tract 202; Grand Isle County; Vermont,31.328770335952,3770,211,2182,82,1456,112,294,96,67,48,345,79,113,41,141,66,701,79,739,107,347,68,39,24,16,45,323,302,6,14,189,67,6,12,40,28,0,10,7.8,2.5,3.3,2.4,23.7,5.1,4.0,1.5,3.7,1.8,18.6,2.0,19.6,2.3,9.2,1.8,2.7,1.6,0.4,1.3,8.6,8.0,0.3,0.6,8.7,3.0,0.4,0.8,2.7,1.9,0.0,0.3,0.1152,0.4974,0.3613,0.3246,0.4712,1.7697,0.2304,0.3455,0.6335,0.1204,0.2827,0.7225,2.1046,0.3141,0.6545,0.6545,0.6545,0.2723,0.7225,0.3246,0.288,0.0,1.6074,0.1937,6.1362,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,138,51,70,36,116,19,0,10,0,10,0,10,103,44,34,30,9.5,3.3,1.9,1.0,3.1,0.5,0.0,0.6,0.0,0.6,0.0,0.6,2.7,1.2,0.9,0.8
50,Vermont,VT,50015,Lamoille County,50015953000,Census Tract 9530; Lamoille County; Vermont,114.208610980732,2396,197,1232,118,1057,119,409,122,61,48,283,88,189,66,93,46,344,80,435,103,347,85,68,32,3,39,100,285,0,14,208,53,3,10,13,11,0,10,17.4,5.0,4.5,3.5,26.8,7.8,10.5,3.2,3.9,2.0,14.4,3.3,18.2,3.9,14.5,3.1,6.4,2.9,0.1,1.7,4.2,11.9,0.0,1.1,16.9,4.3,0.3,0.9,1.2,1.0,0.0,0.4,0.5236,0.7225,0.5183,0.9058,0.5079,3.1781,0.7801,0.1414,0.4764,0.534,0.7435,0.4712,2.3665,0.4817,0.2094,0.2094,0.2094,0.0,0.9581,0.2984,0.1047,0.0,1.3612,0.1152,7.1152,0.3665,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1040,146,57,0,10,21,22,0,10,4,6,0,10,60,39,15,13,13.8,4.9,0.0,0.9,0.9,0.9,0.0,0.9,0.2,0.3,0.0,0.9,2.5,1.7,0.6,0.5
50,Vermont,VT,50015,Lamoille County,50015953100,Census Tract 9531; Lamoille County; Vermont,62.942134525594,3809,18,1721,150,1386,118,398,149,63,34,349,106,59,36,151,51,474,132,936,134,282,113,75,33,0,40,362,107,20,16,37,37,20,21,75,69,26,3,10.6,3.9,2.9,1.6,25.2,7.3,2.4,1.4,4.0,1.3,12.4,3.5,24.6,3.6,7.4,3.0,5.4,2.3,0.0,1.1,9.5,2.8,1.2,0.9,2.1,2.1,1.4,1.5,5.4,4.8,0.7,0.1,0.2408,0.4084,0.4555,0.1257,0.534,1.7644,0.2251,0.0576,0.9581,0.0366,0.6545,0.0,1.7068,0.1466,0.6963,0.6963,0.6963,0.4084,0.2723,0.5864,0.5812,0.5445,2.3928,0.5131,6.5603,0.2513,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3119,80,40,60,83,71,37,1,4,28,25,0,10,173,55,29,45,5.8,2.9,1.6,2.2,1.9,1.0,0.0,0.1,0.7,0.7,0.0,0.6,4.5,1.5,0.8,1.2
50,Vermont,VT,50015,Lamoille County,50015953200,Census Tract 9532; Lamoille County; Vermont,45.319936154688,3484,19,1335,147,1255,145,608,208,150,62,332,107,62,46,169,83,336,92,740,131,464,106,89,70,9,40,288,127,43,28,367,101,13,14,65,36,453,16,19.7,6.7,7.3,3.1,26.5,8.0,3.0,2.3,4.9,2.4,9.6,2.6,21.2,3.8,13.3,3.0,7.1,5.5,0.3,1.2,8.3,3.6,3.2,2.1,27.5,7.4,1.1,1.1,5.2,2.8,13.0,0.5,0.644,0.8848,0.5131,0.2094,0.6806,2.9319,0.6597,0.0471,0.7958,0.4084,0.8063,0.6492,2.7068,0.6859,0.644,0.644,0.644,0.5969,1.0,0.534,0.555,0.9424,3.6283,0.9581,9.911,0.8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,3981,178,90,69,51,98,58,17,29,19,26,0,10,80,60,5,8,14.2,7.0,2.0,1.5,2.8,1.7,0.5,0.8,0.5,0.7,0.0,0.6,2.3,1.7,0.1,0.2
50,Vermont,VT,50015,Lamoille County,50015953300,Census Tract 9533; Lamoille County; Vermont,37.67051074393,3022,16,1355,133,1224,118,565,192,20,19,363,103,261,159,490,223,518,114,642,95,267,82,99,59,8,41,49,38,0,14,291,88,54,60,25,22,22,3,19.0,6.5,1.2,1.2,29.7,7.9,11.8,7.1,16.3,7.4,17.1,3.8,21.2,3.1,8.9,2.7,8.1,4.8,0.3,1.4,1.6,1.3,0.0,1.0,21.5,5.8,4.4,4.9,2.0,1.7,0.7,0.1,0.6178,0.1309,0.6806,0.9476,1.0,3.3769,0.822,0.2565,0.7958,0.1152,0.8482,0.6492,2.6649,0.6649,0.0209,0.0209,0.0209,0.0,0.9791,0.9162,0.2094,0.5445,2.6492,0.6283,8.7119,0.7487,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,2646,154,76,0,10,32,25,6,10,0,10,0,10,11,17,0,10,12.6,6.1,0.0,0.7,1.1,0.8,0.2,0.3,0.0,0.7,0.0,0.7,0.4,0.6,0.0,0.7
50,Vermont,VT,50015,Lamoille County,50015953400,Census Tract 9534; Lamoille County; Vermont,77.876746758962,2545,197,1239,87,1040,87,459,127,39,23,269,70,208,106,151,86,320,54,604,140,360,76,40,24,6,39,95,270,0,14,100,33,24,12,76,45,0,10,18.2,4.8,2.9,1.7,25.9,6.4,11.6,5.4,5.9,3.3,12.6,2.4,23.7,4.6,14.2,2.9,3.8,2.3,0.2,1.6,3.7,10.6,0.0,1.1,8.1,2.7,2.3,1.1,7.3,4.3,0.0,0.4,0.5812,0.4084,0.4817,0.9267,0.8115,3.2095,0.801,0.0628,0.9424,0.4869,0.466,0.5707,2.5288,0.555,0.1675,0.1675,0.1675,0.0,0.6806,0.7068,0.712,0.0,2.0994,0.3822,8.0052,0.555,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,968,132,50,76,76,10,12,0,10,0,10,0,10,9,9,0,10,12.7,4.6,3.0,2.9,0.4,0.5,0.0,0.9,0.0,0.9,0.0,0.9,0.4,0.4,0.0,0.9
50,Vermont,VT,50015,Lamoille County,50015953500,Census Tract 9535; Lamoille County; Vermont,50.78032229947,5507,16,2998,220,2746,203,701,195,96,76,865,216,176,90,535,225,1151,246,790,201,921,223,206,112,11,54,631,160,114,69,221,141,27,31,132,75,111,8,12.9,3.6,2.8,2.3,31.5,7.5,4.2,2.2,9.8,4.1,20.9,4.5,14.3,3.7,16.9,4.1,7.5,4.0,0.2,1.0,11.5,2.9,3.8,2.3,7.4,4.5,1.0,1.1,4.8,2.7,2.0,0.1,0.3246,0.3822,0.733,0.3351,0.9791,2.754,0.6021,0.445,0.1571,0.7644,0.8272,0.5707,2.7644,0.7435,0.8115,0.8115,0.8115,0.6073,0.6387,0.4974,0.5183,0.712,2.9737,0.7592,9.3036,0.801,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6737,155,93,63,75,220,64,99,92,6,10,0,14,243,105,0,14,5.6,3.4,1.1,1.4,4.0,1.2,1.8,1.7,0.1,0.2,0.0,0.4,4.4,1.9,0.0,0.4
50,Vermont,VT,50015,Lamoille County,50015953600,Census Tract 9536; Lamoille County; Vermont,72.456160394442,5214,14,4066,344,2468,304,947,378,141,109,717,240,116,120,38,45,1469,283,1117,293,658,183,0,19,8,56,191,109,211,109,77,94,0,19,186,124,20,6,18.2,7.2,5.7,4.4,29.1,9.0,2.9,3.0,0.7,0.9,28.2,5.4,21.4,5.6,12.6,3.5,0.0,0.8,0.2,1.1,3.7,2.1,5.2,2.6,1.9,2.3,0.0,0.8,7.5,4.8,0.4,0.1,0.5812,0.8429,0.6492,0.199,0.0262,2.2985,0.3927,0.8848,0.822,0.3665,0.0,0.5707,2.644,0.644,0.1675,0.1675,0.1675,0.6649,0.2461,0.0,0.7277,0.4346,2.0733,0.356,7.1833,0.3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312,372,229,1,5,58,65,0,14,33,49,0,14,34,31,65,69,15.1,8.5,0.0,0.1,1.1,1.2,0.0,0.4,0.6,0.9,0.0,0.4,0.7,0.6,1.2,1.3
50,Vermont,VT,50017,Orange County,50017959000,Census Tract 9590; Orange County; Vermont,64.048237604684,2065,250,1271,138,926,101,518,162,22,18,326,78,103,38,72,48,440,67,384,109,304,70,27,21,23,41,150,351,30,17,61,53,24,20,74,28,0,10,25.1,7.2,2.1,1.8,35.2,7.5,6.8,2.5,3.5,2.2,21.3,4.3,18.6,4.5,14.7,3.3,2.9,2.2,1.2,2.2,7.3,17.0,2.4,1.3,4.8,4.2,2.6,2.1,8.0,3.0,0.0,0.5,0.8429,0.2775,0.8377,0.6597,0.4241,3.0419,0.712,0.4921,0.5236,0.5445,0.3037,0.911,2.7749,0.7592,0.5602,0.5602,0.5602,0.5445,0.466,0.7592,0.7644,0.0,2.5341,0.555,8.9111,0.7801,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2386,116,59,9,17,21,18,17,13,0,10,0,10,57,27,46,46,12.5,5.9,0.4,0.8,1.0,0.9,0.8,0.6,0.0,1.1,0.0,1.1,2.8,1.3,2.2,2.2
